Column1      ,Column2,start time,end time,           ,            ,           ,           ,           ,           ,           ,            ,            ,            ,          ,          ,          ,           ,            ,            ,            ,           ,           ,            ,           ,            ,            ,
Italy_power1 ,2      ,881500    ,892177  ,0.47297301 ,-0.39603003 ,-0.72190616,-1.1564077 ,-1.2107204 ,-1.0477823 ,-0.77621885,-1.3193458  ,-0.83053154 ,0.25572225  ,0.96178719,1.1247253 ,0.58159839,0.20140956 ,-0.23309196 ,-0.34171734 ,-0.66759347 ,-0.72190616,-0.45034272,-0.015841201,0.79884913 ,2.2652918   ,1.9394156   ,1.2876634
Italy_power2 ,2      ,819961    ,846015  ,-1.0987371 ,-1.1345655  ,-1.6003345 ,-1.7078197 ,-1.6361629 ,-1.457021  ,-1.0270804 ,-0.7046249  ,0.4777118   ,1.2301079   ,1.2659363 ,1.1226227 ,0.76433888,0.65685372 ,0.51354018  ,0.62102534  ,0.72851049  ,0.37022664 ,0.40605503 ,0.37022664  ,0.083599559,1.0151376   ,0.62102534  ,0.11942795
Italy_power3 ,2      ,1936138   ,1948775 ,-1.0294417 ,-1.2401589  ,-1.3455176 ,-1.5562348 ,-1.4772159 ,-1.3455176 ,-1.4508762 ,-0.76604505 ,0.26120162  ,0.97237239  ,1.1304104 ,1.1830897 ,0.76165513,0.89335341 ,0.89335341  ,1.077731    ,1.1040707   ,0.78799479 ,0.62995684 ,0.36656025  ,0.050484349,-0.054874285,0.26120162  ,-0.10755361
Italy_power4 ,2      ,989360    ,1010715 ,0.29127426 ,-0.32389698 ,-0.88314355,-1.1068422 ,-1.2746162 ,-0.65944492,-0.88314355,-0.49167095 ,-1.1627668  ,-0.32389698 ,0.57089755,0.62682221,0.62682221,-0.10019835,-0.32389698 ,-0.32389698 ,-0.65944492 ,-0.54759561,-0.54759561,0.40312358  ,2.3604866  ,2.0249387   ,1.80124     ,0.9064455
Italy_power5 ,2      ,12574     ,57989   ,-0.8146062 ,-1.2711438  ,-1.5665504 ,-1.6202607 ,-1.6471159 ,-1.4054195 ,-1.0294474 ,-0.46548926 ,0.79670278  ,1.4143712   ,1.3069506 ,1.3338058 ,1.0921094 ,0.55500643 ,0.68928218  ,0.55500643  ,0.52815128  ,0.25959978 ,0.12532403 ,0.20588948  ,0.23274463 ,0.79670278  ,0.25959978  ,-0.33121351
Italy_power6 ,1      ,1836363   ,1871599 ,-1.146064  ,-1.4167468  ,-1.5833208 ,-1.5833208 ,-1.6249643 ,-1.4583903 ,-0.87538126,-0.000867581,0.39474574  ,1.0193983   ,0.97775486,0.83200259,0.62378504,0.37392399 ,0.43638925  ,0.54049803  ,0.56131978  ,0.6446068  ,1.2900811  ,1.3525464   ,0.72789382 ,0.47803276  ,-0.021689336,-0.54223318
Italy_power7 ,2      ,1895709   ,1908649 ,-0.97403341,-1.092547   ,-1.2999457 ,-1.4480877 ,-1.4480877 ,-1.2999457 ,-1.3295741 ,-0.70737788 ,0.27035908  ,1.2184677   ,1.3073528 ,1.4258664 ,1.0406973 ,0.80367015 ,0.95181212  ,1.0703257   ,0.89255533  ,0.80367015 ,0.53701462 ,-0.055553242,-0.23332359,-0.26295199 ,0.092588721 ,-0.26295199
Italy_power8 ,2      ,1293865   ,1309620 ,0.15976135 ,-0.26043289 ,-0.83819998,-1.1008214 ,-1.2058699 ,-1.1533456 ,-1.1533456 ,-1.6260641  ,-0.99577282 ,-0.10286005 ,0.47490703,0.73752844,0.73752844,0.52743132 ,-0.20790861 ,-0.10286005 ,-0.26043289 ,-0.31295716,0.10723707 ,0.31733419  ,0.73752844 ,2.2082082   ,2.1031597   ,1.2102469
Italy_power9 ,2      ,1402444   ,1448199 ,-0.94792101,-1.2675946  ,-1.4807103 ,-1.5606287 ,-1.6139077 ,-1.5339893 ,-1.1077578 ,-0.25529488 ,0.5438891   ,1.2365152   ,1.3430731 ,1.3430731 ,0.97012056,0.57052857 ,0.59716804  ,0.73036537  ,0.83692323  ,0.51724964 ,0.35741284 ,0.19757604  ,0.65044697 ,0.4639707   ,-0.095458087,-0.49505008
Italy_power10,2      ,556859    ,592491  ,-0.78212756,-1.059806   ,-1.2819487 ,-1.4763237 ,-1.4763237 ,-1.420788  ,-1.4763237 ,-0.83766324 ,0.32858615  ,1.0505501   ,1.2726928 ,1.2171571 ,1.1060857 ,0.80063947 ,0.82840731  ,1.0227822   ,1.1060857   ,0.85617516 ,0.5507289  ,0.18974694  ,-0.11569933,-0.087931488,0.050907726 ,-0.36560991
Italy_power11,2      ,1655048   ,1681179 ,0.59099724 ,-0.081516851,-0.44834272,-0.63175565,-0.75403094,-0.81516858,-1.8545085 ,-1.9156462  ,-0.99858152 ,-0.44834272 ,0.71327253,0.89668546,0.83554782,0.46872196 ,-0.020379208,-0.20379215 ,-0.57061801 ,-0.32606743,-0.20379215,-0.081516851,0.77441017 ,1.3246489   ,2.3028512   ,1.4469242
Italy_power12,2      ,878483    ,893458  ,-0.94846695,-1.2803728  ,-1.556961  ,-1.5846198 ,-1.6399374 ,-1.5293021 ,-1.252714  ,-0.42294941 ,0.18554458  ,0.95999148  ,1.0429679 ,1.0429679 ,0.84935621,0.71106212 ,0.76637976  ,0.93233266  ,1.0429679   ,0.60042685 ,0.43447394 ,0.40681512  ,0.76637976 ,0.65574448  ,0.13022694  ,-0.31231414
